name,id,office,position,professionGroup,uah,usd,gbp,eur,total,region
Колесник Сергій Павлович,9cb891f0-0d28-4fe2-a47c-b40be693c231,Головне управління Національної поліції в Донецькій області,Заступник начальника Головного управління-начальник кримінальної поліції,slidchi,,30000,,,30000,Донецьк
Колеснікова Ірина Сергіївна,d0588bbd-9a20-494b-9ae3-f6273516ac44,Київський окружний адміністративний суд,суддя,suddia,42000,288500,,,290115,Київ
Коломєйцев Валерій Іванович,c2023308-f1b1-4829-a90d-ae904f04decb,Ладижинська міська рада,міський голова,golova,2158606,39000,,,122023,
Коломієць Олександр Миколайович,8fa7efb2-82ee-4165-b4e7-d26b24cd2758,Департамент Державної архітектурно-будівельної інспекції у Київській області,Директор Департаменту Державної архітектурно-будівельної інспекції у Київській області,inspector,265000,112000,,,122192,Київ
КОЛОТИГІНА ТЕТЯНА ВАСИЛІВНА,9962c6a8-2455-4674-a70d-201a0717f1ed,"Головне слідче управління МВС України, Головне слідче управління НП України","Старший слідчий в ОВС ГСУ МВС України, старший слідчий в ОВС ГСУ НП України",slidchi,95861,28000,,,31686,
Колотило Катерина Григорівна,23747ff2-b776-4a05-9238-ef60e3a5d507,Державна фінансова інспекція в Чернівецькій області,начальник відділу,inspector,215920,25170,,6706,40784,Чернівці
Кондратюк Олена Костянтинівна,c68ebda0-fc61-46c3-8166-802a7e5b3e67,Верховна Рада України,"народний депутат України, секретар комітету Верховної Ради України з питань свободи слова та інформаційної політики",deputat,300000,1528445,,208106,1766819,
Кононенко Ігор Віталійович,29ce2e62-caf6-4964-9079-e527eb7f2c1c,Верховна Рада України,народний депутат,deputat,16417616,980900,,997700,2699839,
Кононенко Микола Павлович,0c87555d-434a-4aa6-85a1-a2e98cfe3605,Генеральна прокуратура,прокурор відділу,prokuratura,,147457,,,147457,
Кононенко Павло Миколайович,6a90e8e6-91ec-4f7c-a952-e3358f0a1dd6,Прокуратура міста Києва,Перший заступник прокурора міста Києва,prokuratura,345544,200259,,15000,229899,
Кононова Ольга Валеріївна,e5f8ba4b-ba66-471c-8a0f-6e60b0d11695,господарський суд Харківської області,суддя,suddia,3990000,10000,,,163461,Харків
