,created_date,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
10508,2016-10-24 0:00:00,Шмельова Марина Володимирівна,Вознесенська місцева прокуратура Миколаївської області,Головний спеціаліст з питань захисту державних таємниць Вознесенської місцевої прокуратури Миколаївської області,66c3e39c-7644-47d4-af1f-7b8f2248433f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81443,2016-10-13 0:00:00,Щербаков Валерій Геннадійович,прокуратура Донецької облкасті,Застуник керівника Крсноармійської місцевої прокуратури,6f48ffd9-e2bb-4ee0-938b-46750a6f515a,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21044,2016-10-28 0:00:00,Андрущенко Олександр Анатолійович,Військова прокуратура Київського гарнізону Центрального регіону України,заступник військового прокурора,410c8a29-0f90-404d-a751-fea89e32e678,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17082,2016-10-26 0:00:00,Брильов Максим Олександрович,Військова прокуратура Одеського гарнізону Південного регіону України,заступник військового прокурора,48a57830-d5ad-4c14-a397-93355db4f2f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22913,2016-10-31 0:00:00,Гелета Олександр Олександрович,військова прокуратура Деснянського гарнізону Центрального регіону України,заступник військового прокурора,65aa7bfc-fcf1-41cc-93ba-01d165467d7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42693,2016-10-27 0:00:00,Жоган Андрій Анатолійович,військова прокуратура Маріупольського гарнізону сил антитерористичної операції,заступник військового прокурора,4031d0fd-07d5-4129-bbbc-ca2f3d73269c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15743,2016-10-21 0:00:00,Кравченко Богдан Іванович,Військова прокуратура Криворізьського гарнізону Південного регіону України,заступник військового прокурора,083fb936-1413-4f24-b64a-93b0d1c63bdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104184,2016-10-28 0:00:00,Ляшенко Олексій Сергійович,Військова прокуратура Сумського гарнізону Центрального регіону України,Заступник військового прокурора,a6209ef2-7a2f-4212-971d-49dfafd4c403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56643,2016-10-28 0:00:00,Нетужилов Євген Володимирович,військова прокуратура Південного регіону України,заступник військового прокурора,1c0ee5a1-40ca-4975-9d17-dfe2e0832ba0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53039,2016-10-24 0:00:00,Поляков Дмитро Ігорович,військова прокуратура Південного регіону України,заступник військового прокурора,e581866a-866f-4b50-a4c6-a516dadc1e4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40705,2016-10-24 0:00:00,Бабенко Костянтин Олександрович,Військова прокуратура Білгород-Дністровського гарнізону Південного регіону України,Заступник військового прокурора ,c83f164c-d2ad-408e-9348-d1c123f503e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81165,2016-10-21 0:00:00,Гогоша Павло Богданович,Військова прокуратура Білоцерківського гарнізону ,Заступник військового прокурора Білоцерківського гарнізону,e28d84ee-9396-45d6-9439-5b8b47583864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95469,2016-10-29 0:00:00,Парфьонов Іван Вікторович,Військова прокуратура Вінницького гарнізону Центрального регіону України,Заступник військового прокурора Вінницького гарнізону Центрального регіону України,335206cf-05ba-4807-b21b-cd43e61a62ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17268,2016-10-28 0:00:00,Аракелян Вадим Гарикович,військова прокуратура Донецького гарнізону,заступник військового прокурора гарнізону,8b03a94b-90c0-40b3-be8f-1a38850dd5d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71483,2016-10-29 0:00:00,Музика Вячеслав Вячеславович,Військова прокуратура Дарницького гарнізону Центрального регіону України,Заступник військового прокурора Дарницького гарнізону Центрального регіону України,c61b0ecb-30fa-4166-8a39-9785187ea392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75031,2016-10-26 0:00:00,Орешко Сергій Іванович,Військова прокуратура Дніпропетровського гарнізону Південного регіону України,Заступник військового прокурора Дніпропетровського гарнізону Південного регіону України,8da8cb75-2de0-4eef-8afb-aa40303af3b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101859,2016-10-29 0:00:00,Александров Олексій В'ячеславович,Військова прокуратура Донецького гарнізону,заступник військового прокурора Донецького гарнізону,229058e6-a8ec-47c8-b9bc-d174d823109b,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,60837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83998,2016-10-28 0:00:00,Величко Андрій Петрович,військова прокуратура Донецького гарнізону ,заступник військового прокурора Донецького гарнізону,b2ca1e1f-a017-4e22-b195-b1ca9576c832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13423,2016-10-28 0:00:00,Рихлюк Олексій Вікторович,військова прокураутра Житомирського гарнізону,заступник військового прокурора Житомирського гарнізону,5fcaabf7-47db-48aa-8d05-4d734a1fe107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,2016-10-30 0:00:00,Макаєв Олександр Олександрович,Військова прокуратура Запорізького гарнізону Південного регіону України,Заступник військового прокурора Запорізького гарнізону Південного регіону України,272aa1cc-a82c-4f43-9b4b-ee63c5ec0928,,,,,,,,,,,,,,,,,,,,,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92408,2016-10-30 0:00:00,Гуділін Володимир Вікторович,Військова прокуратура Івано-Франківського гарнізону,Заступник військового прокурора Івано-Франківського гарнізону,abd57285-ee52-4fb2-883e-2d8c78861d9d,,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,42347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27659,2016-10-24 0:00:00,Андреєв Андрій Павлович,Військова прокуратура Криворізького гарнізону ,Заступник військового прокурора Криворізького гарнізону Південного регіону України,14815af6-9ef6-43bc-afea-d32b3e488981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49170,2016-10-30 0:00:00,Сопівник Андрій Васильович,Військова прокуратура Луганського гарнізону сил антитерористичної операції ,заступник військового прокурора Луганського гарнізону ,e4d25c99-0fe3-4ec0-b80a-c4b2229f6961,,,,,,,,,,,,,,,,,,,,,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24794,2016-10-28 0:00:00,Набекало Микола Миколайович,військова прокуратура Луцького гарнізону Західного регіону України,Заступник військового прокурора Лууцького гарнізону Західного регіону України ,20d194a7-da34-446d-b546-75cdac4a2954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105228,2016-10-28 0:00:00,Кохалик Тарас Олексійович,Військова прокуратура Львівського гарнізону Західного регіону України,Заступник військового прокурора Львівського гарнізону Західного регіону України,3d06864e-9125-4743-99de-ea517c847950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67814,2016-10-22 0:00:00,Добринін Сергій Вікторович,Військова прокуратура Миколаївського гарнізону Південного регіону України,Заступник військового прокурора Миколаївського гарнізону Південного регіону України,4f157ad8-8671-4d5a-a8f8-95bb1b1fa372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100693,2016-10-28 0:00:00,Глумаков Андрій Сергійович,військова прокуратура Одеського гарнізону Південного регіону України,заступник військового прокурора Одеського гарнізону Південного регіону України,8e6d8efb-8cb4-4e8b-8301-f0cda1c0e91f,,,,,,,,,,,,,,,,,,,,,17650,,,,,,,,,,,,222767,,,,,,,,,,,,,,,,,,,,16000,,,,,,,,,,220100,,,,,
9493,2016-10-27 0:00:00,Кривонос Валерій Віленович,Військова прокуратура Південного регіону України ,Заступник військового прокурора Південного регіону України,b23dbf76-99c6-40fa-b2f9-259902a65c2d,,,,,,,,,,,,,,,,,,,,100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35992,2016-10-29 0:00:00,Синельников Микола Володимирович,військова прокуратура Центрального регіону України,заступник військового прокурора Полтавського гарнізону Центрального регіону України,5dbc4915-ca67-49ad-aca8-aa18a6c60a55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65711,2016-10-28 0:00:00,Кріпак Сергій Анатолійович,Військова прокуратура Рівненського гарнізону Західного регіону України,Заступник військового прокурора Рівненського гарнізону,3c9dbbaa-3b36-419e-9411-2ed8c6d0f968,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82332,2016-10-25 0:00:00,Домбровський Ярослав Вікторович,військова прокуратура сил антитерористичної операції,заступник військового прокурора сил антитерористичної операції,57921dcf-c1a8-4f19-b3d0-d245a4f2a5c3,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
